==============================================================================
==============================================================================
Thu. Aug. 20 2020                  LANDSAT 5                       Time: 19:00
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: L2                          Path / Row - 194 / 26
Reference Image: terrain_HDF.l1g

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 92.7%
Rank   2 --  7.3%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1940263181   48.72992      9.72997    -0.04     -0.03     0.05     1 
1940263182   48.72964      9.77362    -0.12      0.07     0.14     1 
1940263183   48.72933      9.81727    -0.07      0.10     0.12     1 
1940263184   48.72902      9.86091    -0.04      0.05     0.06     1 
1940263185   48.72868      9.90456     0.03      0.09     0.09     1 
1940263186   48.72833      9.94820    -0.06      0.10     0.12     1 
1940263187   48.72796      9.99185    -0.17      0.16     0.23     1 
1940263188   48.72758     10.03549    -0.18      0.07     0.19     1 
1940263189   48.72718     10.07913    -0.04      0.02     0.05     1 
1940263190   48.72676     10.12277     0.01      0.05     0.05     1 
1940263191   48.72633     10.16641    -0.18      0.03     0.19     1 
1940263192   48.72588     10.21005    -0.03      0.12     0.12     1 
1940263193   48.72541     10.25369    -0.06      0.04     0.07     1 
1940263194   48.72493     10.29733    -0.51     -0.17     0.54     2 
1940263195   48.72443     10.34096     0.14      0.11     0.18     1 
1940263196   48.72391     10.38459     0.06      0.07     0.09     1 
1940263199   48.72227     10.51549     0.26      0.22     0.35     1 
1940263202   48.72047     10.64637    -0.15      0.20     0.25     1 
1940263203   48.71984     10.68999     0.01      0.39     0.39     1 
1940263204   48.71919     10.73362     0.18      0.20     0.27     1 
1940263205   48.71852     10.77724     0.38      0.17     0.41     1 
1940263206   48.71784     10.82086     0.21     -0.06     0.22     1 
1940263207   48.71715     10.86448     0.38      0.22     0.44     1 
1940263208   48.71643     10.90809     0.15      0.39     0.42     1 
1940263214   48.71180     11.16975     0.10      0.11     0.15     1 
1940263216   48.71012     11.25696     0.24      0.20     0.31     1 
1940263231   48.70576      8.63886    -0.32     -0.12     0.34     1 
1940263232   48.70589      8.68249    -0.25      0.10     0.27     1 
1940263233   48.70600      8.72612     0.02     -0.20     0.20     1 
1940263235   48.70617      8.81338    -0.20     -0.08     0.22     1 
1940263236   48.70623      8.85701    -0.23     -0.09     0.25     1 
1940263237   48.70628      8.90064    -0.29     -0.06     0.30     1 
1940263239   48.70632      8.98790     0.03     -0.03     0.04     1 
1940263240   48.70632      9.03153     0.07      0.08     0.11     1 
1940263241   48.70630      9.07517    -0.12     -0.05     0.13     1 
1940263242   48.70626      9.11880    -0.09      0.01     0.09     1 
1940263244   48.70614      9.20606     0.10      0.10     0.14     1 
1940263246   48.70595      9.29332    -0.08     -0.06     0.10     1 
1940263247   48.70583      9.33695    -0.32      0.08     0.33     1 
1940263248   48.70569      9.38058    -0.21      0.03     0.21     1 
1940263249   48.70554      9.42421     0.14     -0.01     0.14     1 
1940263250   48.70537      9.46784     0.05     -0.07     0.09     1 
1940263252   48.70499      9.55509    -0.11     -0.15     0.19     1 
1940263253   48.70477      9.59872    -0.07     -0.03     0.08     1 
1940263255   48.70428      9.68597    -0.01      0.12     0.12     1 
1940263257   48.70373      9.77322    -0.17      0.07     0.18     1 
1940263258   48.70343      9.81685     0.09     -0.12     0.15     1 
1940263259   48.70311      9.86047    -0.19     -0.08     0.21     1 
1940263260   48.70278      9.90409    -0.17      0.06     0.18     1 
1940263261   48.70243      9.94772    -0.01      0.08     0.08     1 
1940263262   48.70206      9.99134    -0.07     -0.42     0.42     1 
1940263263   48.70168     10.03496    -0.22      0.03     0.22     1 
1940263264   48.70128     10.07858    -0.17      0.20     0.26     1 
1940263265   48.70086     10.12220     0.04      0.17     0.18     1 
1940263266   48.70043     10.16581     0.06      0.20     0.21     1 
1940263267   48.69998     10.20943    -0.23      0.17     0.29     1 
1940263268   48.69951     10.25305     0.05     -0.11     0.12     1 
1940263269   48.69903     10.29666     0.01      0.14     0.14     1 
1940263270   48.69853     10.34027    -0.26     -0.07     0.27     1 
1940263271   48.69801     10.38388     0.09     -0.08     0.11     1 
1940263272   48.69748     10.42749    -0.19     -0.06     0.19     1 
1940263273   48.69693     10.47110    -0.12      0.06     0.13     1 
1940263275   48.69578     10.55832    -0.08      0.13     0.15     1 
1940263276   48.69519     10.60192    -0.08      0.02     0.08     1 
1940263277   48.69457     10.64553     0.05      0.20     0.21     1 
1940263278   48.69394     10.68913    -0.06      0.16     0.17     1 
1940263279   48.69329     10.73273     0.27      0.14     0.31     1 
1940263280   48.69263     10.77633    -0.15      0.36     0.39     1 
1940263281   48.69195     10.81992     0.37      0.34     0.51     2 
1940263283   48.69054     10.90711     0.15      0.14     0.20     1 
1940263306   48.67985      8.63904    -0.08     -0.01     0.08     1 
1940263307   48.67998      8.68265    -0.25      0.06     0.25     1 
1940263308   48.68009      8.72626    -0.14      0.04     0.14     1 
1940263309   48.68019      8.76987    -0.16     -0.16     0.23     1 
1940263311   48.68033      8.85708    -0.18      0.06     0.19     1 
1940263312   48.68037      8.90069    -0.03     -0.01     0.03     1 
1940263313   48.68040      8.94430    -0.10      0.12     0.16     1 
1940263314   48.68041      8.98791     0.20     -0.07     0.21     1 
1940263315   48.68041      9.03152     0.06     -0.01     0.06     1 
1940263316   48.68039      9.07513    -0.03     -0.04     0.05     1 
1940263317   48.68035      9.11873    -0.26     -0.02     0.26     1 
1940263318   48.68030      9.16234     0.10     -0.17     0.20     1 
1940263321   48.68004      9.29317     0.15     -0.09     0.18     1 
1940263322   48.67992      9.33677     0.12     -0.30     0.33     1 
1940263323   48.67979      9.38038     0.16      0.20     0.26     1 
1940263325   48.67947      9.46760    -0.15      0.03     0.15     1 
1940263326   48.67928      9.51120     0.04     -0.28     0.28     1 
1940263327   48.67908      9.55481    -0.06     -0.11     0.12     1 
1940263328   48.67886      9.59841    -0.41      0.22     0.47     1 
1940263329   48.67863      9.64202     0.02      0.28     0.28     1 
1940263331   48.67811      9.72922     0.04      0.08     0.09     1 
1940263333   48.67752      9.81643     0.01      0.05     0.05     1 
1940263334   48.67721      9.86003    -0.24     -0.08     0.26     1 
1940263335   48.67687      9.90363     0.16      0.20     0.26     1 
1940263336   48.67652      9.94723     0.03     -0.04     0.05     1 
1940263337   48.67615      9.99083     0.12      0.16     0.20     1 
1940263338   48.67577     10.03443    -0.14     -0.19     0.24     1 
1940263339   48.67537     10.07802    -0.04     -0.04     0.05     1 
1940263340   48.67495     10.12162    -0.06     -0.17     0.18     1 
1940263341   48.67452     10.16522    -0.06      0.11     0.13     1 
1940263342   48.67407     10.20881     0.06      0.03     0.07     1 
1940263343   48.67361     10.25240     0.07      0.01     0.07     1 
1940263344   48.67312     10.29599     0.11      0.04     0.11     1 
1940263345   48.67263     10.33958    -0.49      0.16     0.52     2 
1940263346   48.67211     10.38317    -0.19      0.24     0.30     1 
1940263347   48.67158     10.42676     0.02     -0.04     0.04     1 
1940263348   48.67103     10.47035    -0.07      0.24     0.25     1 
1940263349   48.67047     10.51393     0.20      0.04     0.20     1 
1940263350   48.66989     10.55752     0.06      0.24     0.25     1 
1940263352   48.66867     10.64468    -0.15     -0.07     0.16     1 
1940263353   48.66804     10.68826     0.05      0.47     0.47     1 
1940263357   48.66535     10.86257     0.00      0.37     0.37     1 
1940263360   48.66317     10.99328    -0.07      0.20     0.21     1 
1940263362   48.66163     11.08041    -0.31      0.38     0.50     1 
1940263381   48.65394      8.63923    -0.15     -0.27     0.31     1 
1940263382   48.65407      8.68281     0.03     -0.11     0.12     1 
1940263383   48.65418      8.72640    -0.07      0.12     0.14     1 
1940263384   48.65428      8.76999     0.03     -0.01     0.03     1 
1940263385   48.65436      8.81357    -0.27      0.05     0.27     1 
1940263386   48.65442      8.85716    -0.30     -0.15     0.34     1 
1940263388   48.65449      8.94433     0.07     -0.11     0.13     1 
1940263389   48.65451      8.98791    -0.25     -0.10     0.26     1 
1940263390   48.65450      9.03150    -0.03      0.03     0.04     1 
1940263391   48.65448      9.07509    -0.11     -0.04     0.12     1 
1940263392   48.65445      9.11867     0.05     -0.09     0.10     1 
1940263393   48.65439      9.16226    -0.09      0.04     0.10     1 
1940263396   48.65413      9.29302    -0.04     -0.11     0.11     1 
1940263397   48.65401      9.33660    -0.13     -0.03     0.14     1 
1940263398   48.65388      9.38019    -0.02     -0.18     0.18     1 
1940263399   48.65373      9.42377     0.28     -0.11     0.30     1 
1940263402   48.65317      9.55452    -0.21     -0.17     0.27     1 
1940263403   48.65295      9.59811    -0.21      0.03     0.21     1 
1940263405   48.65247      9.68527    -0.43      0.04     0.43     1 
1940263406   48.65220      9.72885    -0.41     -0.15     0.43     1 
1940263407   48.65192      9.77243    -0.18      0.05     0.19     1 
1940263408   48.65161      9.81601     0.07     -0.13     0.15     1 
1940263410   48.65096      9.90317    -0.01      0.05     0.05     1 
1940263412   48.65025      9.99032    -0.12     -0.35     0.37     1 
1940263413   48.64987     10.03390     0.04     -0.07     0.08     1 
1940263415   48.64905     10.12105    -0.09     -0.04     0.10     1 
1940263416   48.64862     10.16462    -0.13      0.01     0.13     1 
1940263418   48.64770     10.25176    -0.39      0.23     0.45     1 
1940263422   48.64568     10.42603    -0.05      0.07     0.09     1 
1940263423   48.64513     10.46960    -0.24      0.24     0.34     1 
1940263424   48.64457     10.51316     0.09      0.17     0.19     1 
1940263429   48.64150     10.73095    -0.14     -0.33     0.36     1 
1940263430   48.64084     10.77451    -0.09      0.16     0.19     1 
1940263433   48.63875     10.90516     0.13      0.10     0.17     1 
1940263435   48.63727     10.99225    -0.11      0.39     0.40     1 
1940263436   48.63651     11.03580     0.18      0.36     0.40     1 
1940263437   48.63573     11.07934    -0.15      0.36     0.39     1 
1940263456   48.62803      8.63941    -0.07     -0.00     0.07     1 
1940263457   48.62816      8.68298    -0.15     -0.05     0.16     1 
1940263458   48.62827      8.72654     0.19      0.29     0.35     1 
1940263459   48.62837      8.77010    -0.06     -0.07     0.09     1 
1940263460   48.62845      8.81367    -0.34     -0.16     0.38     1 
1940263462   48.62855      8.90079     0.07     -0.13     0.15     1 
1940263463   48.62858      8.94436    -0.29     -0.31     0.43     1 
1940263464   48.62860      8.98792     0.09      0.12     0.14     1 
1940263465   48.62859      9.03149    -0.11      0.08     0.14     1 
1940263466   48.62857      9.07505    -0.07      0.02     0.07     1 
1940263467   48.62854      9.11861    -0.18     -0.05     0.19     1 
1940263468   48.62848      9.16218    -0.32      0.02     0.32     1 
1940263469   48.62841      9.20574    -0.22      0.02     0.22     1 
1940263472   48.62811      9.33643     0.09      0.02     0.09     1 
1940263474   48.62782      9.42356     0.10     -0.00     0.10     1 
1940263476   48.62747      9.51068    -0.07      0.06     0.09     1 
1940263478   48.62705      9.59780    -0.17      0.03     0.17     1 
1940263479   48.62681      9.64136    -0.12     -0.01     0.12     1 
1940263480   48.62656      9.68492    -0.14      0.19     0.23     1 
1940263481   48.62629      9.72848    -0.25      0.14     0.28     1 
1940263483   48.62571      9.81559     0.04     -0.05     0.06     1 
1940263484   48.62539      9.85915    -0.24      0.11     0.26     1 
1940263485   48.62506      9.90271     0.11      0.00     0.11     1 
1940263486   48.62471      9.94626     0.05      0.05     0.07     1 
1940263487   48.62434      9.98982     0.06     -0.05     0.08     1 
1940263488   48.62396     10.03337     0.01      0.01     0.02     1 
1940263489   48.62356     10.07692    -0.16     -0.08     0.18     1 
1940263490   48.62315     10.12047    -0.01      0.13     0.13     1 
1940263491   48.62271     10.16402     0.08     -0.12     0.15     1 
1940263493   48.62180     10.25112     0.19      0.09     0.20     1 
1940263495   48.62082     10.33821    -0.16     -0.00     0.16     1 
1940263496   48.62031     10.38176    -0.29     -0.20     0.35     1 
1940263497   48.61978     10.42530     0.12     -0.11     0.16     1 
1940263501   48.61749     10.59946     0.04      0.14     0.14     1 
1940263505   48.61494     10.77360     0.11     -0.48     0.50     1 
1940263512   48.60984     11.07828    -0.21      0.19     0.29     1 
1940263530   48.60198      8.59606    -0.03     -0.16     0.16     1 
1940263531   48.60212      8.63960    -0.18      0.12     0.22     1 
1940263532   48.60225      8.68314    -0.24     -0.16     0.28     1 
1940263533   48.60236      8.72668    -0.21     -0.05     0.21     1 
1940263534   48.60246      8.77022    -0.48     -0.07     0.48     1 
1940263535   48.60254      8.81376    -0.15     -0.32     0.36     1 
1940263536   48.60260      8.85730     0.25     -0.01     0.25     1 
1940263538   48.60267      8.94439    -0.19     -0.11     0.22     1 
1940263539   48.60269      8.98793    -0.24     -0.05     0.25     1 
1940263540   48.60268      9.03147    -0.08     -0.14     0.17     1 
1940263541   48.60266      9.07501    -0.16     -0.07     0.17     1 
1940263542   48.60263      9.11855    -0.20     -0.11     0.23     1 
1940263545   48.60242      9.24918    -0.11     -0.07     0.12     1 
1940263546   48.60232      9.29272    -0.19     -0.04     0.19     1 
1940263547   48.60220      9.33626    -0.18      0.11     0.21     1 
1940263548   48.60206      9.37980    -0.30      0.11     0.32     1 
1940263549   48.60191      9.42334    -0.07      0.10     0.13     1 
1940263550   48.60174      9.46688    -0.21     -0.00     0.21     1 
1940263552   48.60135      9.55396    -0.08     -0.06     0.10     1 
1940263553   48.60114      9.59749    -0.07     -0.04     0.09     1 
1940263554   48.60090      9.64103     0.05      0.26     0.27     1 
1940263555   48.60065      9.68457    -0.14     -0.06     0.15     1 
1940263556   48.60039      9.72810    -0.15     -0.07     0.17     1 
1940263557   48.60010      9.77164    -0.11      0.04     0.12     1 
1940263558   48.59980      9.81518    -0.22     -0.17     0.28     1 
1940263559   48.59949      9.85871    -0.31      0.04     0.32     1 
1940263560   48.59915      9.90224    -0.11     -0.09     0.14     1 
1940263561   48.59880      9.94578    -0.25     -0.05     0.26     1 
1940263562   48.59844      9.98931    -0.17     -0.19     0.26     1 
1940263563   48.59806     10.03284    -0.17      0.11     0.21     1 
1940263567   48.59636     10.20695    -0.03      0.06     0.07     1 
1940263568   48.59590     10.25048     0.13     -0.08     0.15     1 
1940263569   48.59542     10.29401    -0.19     -0.17     0.25     1 
1940263570   48.59492     10.33753    -0.14     -0.18     0.23     1 
1940263575   48.59219     10.55513     0.25      0.05     0.26     1 
1940263577   48.59098     10.64216     0.03      0.10     0.10     1 
1940263578   48.59035     10.68567    -0.02      0.09     0.09     1 
1940263579   48.58970     10.72918     0.08     -0.07     0.10     1 
1940263582   48.58767     10.85971     0.10      0.12     0.16     1 
1940263583   48.58696     10.90321     0.22      0.11     0.25     1 
1940263584   48.58623     10.94672     0.07     -0.11     0.13     1 
1940263585   48.58549     10.99022    -0.00     -0.07     0.07     1 
1940263587   48.58395     11.07722     0.05      0.06     0.07     1 
1940263605   48.57607      8.59627    -0.30      0.07     0.31     1 
1940263606   48.57621      8.63978    -0.13     -0.08     0.15     1 
1940263607   48.57634      8.68330    -0.17     -0.13     0.21     1 
1940263608   48.57645      8.72682    -0.26     -0.20     0.33     1 
1940263609   48.57655      8.77034    -0.08     -0.15     0.17     1 
1940263610   48.57663      8.81386    -0.08     -0.18     0.19     1 
1940263611   48.57669      8.85738    -0.06     -0.09     0.11     1 
1940263614   48.57678      8.98793    -0.24     -0.15     0.29     1 
1940263615   48.57677      9.03145    -0.22     -0.03     0.23     1 
1940263616   48.57675      9.07497    -0.22      0.00     0.22     1 
1940263617   48.57672      9.11849    -0.23     -0.09     0.25     1 
1940263618   48.57666      9.16201    -0.25     -0.14     0.29     1 
1940263619   48.57659      9.20553    -0.19     -0.32     0.37     1 
1940263620   48.57651      9.24905    -0.14     -0.11     0.18     1 
1940263621   48.57641      9.29257    -0.32     -0.18     0.37     1 
1940263622   48.57629      9.33609    -0.21     -0.15     0.26     1 
1940263623   48.57615      9.37960     0.00     -0.00     0.01     1 
1940263624   48.57600      9.42312    -0.11     -0.16     0.20     1 
1940263627   48.57545      9.55367    -0.19     -0.08     0.21     1 
1940263628   48.57523      9.59719    -0.07     -0.14     0.16     1 
1940263629   48.57500      9.64070    -0.17      0.05     0.18     1 
1940263630   48.57475      9.68422    -0.04      0.13     0.14     1 
1940263631   48.57448      9.72773    -0.12     -0.10     0.16     1 
1940263632   48.57420      9.77125    -0.18     -0.34     0.39     1 
1940263633   48.57390      9.81476    -0.08     -0.10     0.12     1 
1940263634   48.57358      9.85827    -0.08     -0.12     0.15     1 
1940263635   48.57325      9.90178    -0.12     -0.05     0.13     1 
1940263636   48.57290      9.94529    -0.31      0.06     0.31     1 
1940263637   48.57253      9.98880     0.08      0.02     0.08     1 
1940263639   48.57175     10.07582    -0.33     -0.26     0.42     1 
1940263640   48.57134     10.11933    -0.21      0.09     0.22     1 
1940263642   48.57046     10.20634    -0.32     -0.08     0.33     1 
1940263643   48.56999     10.24984    -0.15     -0.03     0.16     1 
1940263644   48.56952     10.29334    -0.04      0.10     0.10     1 
1940263647   48.56797     10.42385     0.22      0.07     0.23     1 
1940263648   48.56743     10.46734     0.38     -0.27     0.46     1 
1940263649   48.56687     10.51084     0.30      0.16     0.34     1 
1940263651   48.56569     10.59783     0.01      0.02     0.02     1 
1940263654   48.56381     10.72830     0.04      0.10     0.11     1 
1940263655   48.56314     10.77179     0.37      0.05     0.37     1 
1940263656   48.56247     10.81527     0.10      0.05     0.11     1 
1940263657   48.56177     10.85876     0.15      0.06     0.16     1 
1940263659   48.56034     10.94572    -0.11     -0.05     0.12     1 
1940263660   48.55959     10.98920    -0.08      0.46     0.47     1 
1940263661   48.55883     11.03268    -0.00      0.10     0.10     1 
1940263665   48.55563     11.20657     0.16      0.22     0.27     1 
1940263680   48.55016      8.59647    -0.22     -0.13     0.25     1 
1940263681   48.55031      8.63997    -0.28     -0.03     0.28     1 
1940263682   48.55043      8.68346    -0.35     -0.11     0.37     1 
1940263683   48.55054      8.72696    -0.07     -0.01     0.07     1 
1940263684   48.55064      8.77046    -0.50     -0.05     0.50     2 
1940263685   48.55072      8.81395    -0.11     -0.20     0.22     1 
1940263688   48.55086      8.94444    -0.52      0.09     0.53     2 
1940263689   48.55087      8.98794    -0.11     -0.16     0.19     1 
1940263690   48.55087      9.03144    -0.13     -0.35     0.37     1 
1940263691   48.55085      9.07493    -0.20     -0.01     0.20     1 
1940263693   48.55076      9.16193    -0.09     -0.02     0.09     1 
1940263694   48.55069      9.20542     0.05     -0.03     0.05     1 
1940263695   48.55060      9.24892    -0.21     -0.22     0.31     1 
1940263696   48.55050      9.29242    -0.08     -0.09     0.12     1 
1940263698   48.55024      9.37941    -0.11     -0.02     0.11     1 
1940263702   48.54954      9.55339    -0.28     -0.05     0.28     1 
1940263703   48.54932      9.59688    -0.13     -0.03     0.13     1 
1940263704   48.54909      9.64038    -0.29     -0.18     0.34     1 
1940263705   48.54884      9.68387    -0.38      0.27     0.47     1 
1940263706   48.54857      9.72736    -0.14     -0.02     0.14     1 
1940263707   48.54829      9.77085    -0.29     -0.14     0.33     1 
1940263709   48.54767      9.85783    -0.15     -0.16     0.22     1 
1940263710   48.54734      9.90132    -0.10     -0.13     0.16     1 
1940263711   48.54699      9.94481    -0.17     -0.02     0.17     1 
1940263712   48.54663      9.98830    -0.27     -0.49     0.56     2 
1940263713   48.54625     10.03178    -0.01      0.07     0.07     1 
1940263714   48.54585     10.07527    -0.08     -0.13     0.15     1 
1940263715   48.54543     10.11876    -0.15      0.02     0.15     1 
1940263716   48.54500     10.16224    -0.17     -0.19     0.26     1 
1940263717   48.54456     10.20572    -0.37     -0.14     0.40     1 
1940263718   48.54409     10.24920    -0.05      0.13     0.14     1 
1940263721   48.54260     10.37964     0.15      0.04     0.16     1 
1940263724   48.54096     10.51007     0.15      0.26     0.30     1 
1940263725   48.54039     10.55354    -0.16      0.03     0.17     1 
1940263726   48.53979     10.59701     0.22     -0.21     0.30     1 
1940263729   48.53791     10.72742    -0.07      0.16     0.17     1 
1940263730   48.53725     10.77088    -0.15      0.03     0.15     1 
1940263731   48.53657     10.81435     0.01     -0.01     0.01     1 
1940263734   48.53444     10.94473    -0.01     -0.07     0.07     1 
1940263735   48.53370     10.98819    -0.16     -0.08     0.18     1 
1940263737   48.53216     11.07509     0.05      0.10     0.11     1 
1940263739   48.53057     11.16200    -0.15     -0.21     0.26     1 
1940263755   48.52425      8.59668    -0.30     -0.04     0.31     1 
1940263756   48.52440      8.64015    -0.20     -0.17     0.27     1 
1940263757   48.52452      8.68362    -0.26      0.05     0.26     1 
1940263758   48.52464      8.72710    -0.18     -0.08     0.20     1 
1940263759   48.52473      8.77057    -0.13     -0.15     0.20     1 
1940263762   48.52492      8.90100    -0.21      0.06     0.22     1 
1940263763   48.52495      8.94447    -0.35     -0.17     0.39     1 
1940263764   48.52496      8.98795    -0.16     -0.07     0.17     1 
1940263765   48.52495      9.03142     0.11     -0.07     0.13     1 
1940263766   48.52493      9.07490     0.07     -0.06     0.10     1 
1940263767   48.52490      9.11837    -0.07     -0.16     0.18     1 
1940263769   48.52478      9.20532    -0.09     -0.18     0.20     1 
1940263770   48.52469      9.24879    -0.14     -0.25     0.29     1 
1940263771   48.52459      9.29227    -0.12     -0.10     0.16     1 
1940263772   48.52447      9.33574    -0.12     -0.18     0.22     1 
1940263776   48.52383      9.50963    -0.30     -0.24     0.39     1 
1940263777   48.52363      9.55311    -0.03     -0.24     0.24     1 
1940263778   48.52341      9.59658    -0.20     -0.14     0.25     1 
1940263779   48.52318      9.64005    -0.36     -0.21     0.42     1 
1940263780   48.52293      9.68352    -0.21     -0.12     0.24     1 
1940263781   48.52266      9.72699    -0.25     -0.00     0.25     1 
1940263782   48.52238      9.77046    -0.16     -0.20     0.26     1 
1940263783   48.52208      9.81393    -0.19     -0.10     0.22     1 
1940263786   48.52109      9.94433    -0.46      0.16     0.49     1 
1940263787   48.52072      9.98779    -0.18     -0.02     0.18     1 
1940263788   48.52034     10.03126    -0.32     -0.14     0.35     1 
1940263789   48.51994     10.07472    -0.06     -0.11     0.12     1 
1940263795   48.51721     10.33548    -0.08      0.15     0.17     1 
1940263797   48.51617     10.42239     0.25     -0.20     0.32     1 
1940263802   48.51328     10.63965    -0.17      0.06     0.18     1 
1940263803   48.51265     10.68309     0.22     -0.07     0.23     1 
1940263804   48.51201     10.72654    -0.03      0.01     0.03     1 
1940263805   48.51135     10.76998     0.03     -0.33     0.33     1 
1940263806   48.51067     10.81342     0.07      0.15     0.16     1 
1940263807   48.50998     10.85686     0.13     -0.19     0.23     1 
1940263808   48.50927     10.90030    -0.00     -0.25     0.25     1 
1940263809   48.50855     10.94374     0.11     -0.08     0.13     1 
1940263810   48.50780     10.98717     0.26      0.16     0.30     1 
1940263811   48.50705     11.03061     0.11      0.06     0.12     1 
1940263815   48.50385     11.20432    -0.09      0.50     0.51     2 
1940263829   48.49818      8.55343    -0.02      0.23     0.23     1 
1940263830   48.49834      8.59688    -0.10     -0.01     0.10     1 
1940263831   48.49849      8.64033    -0.08     -0.05     0.10     1 
1940263832   48.49862      8.68379    -0.16     -0.12     0.20     1 
1940263833   48.49873      8.72724    -0.37     -0.06     0.38     1 
1940263834   48.49882      8.77069     0.07      0.06     0.10     1 
1940263836   48.49896      8.85759    -0.14     -0.08     0.16     1 
1940263837   48.49901      8.90105    -0.27     -0.03     0.27     1 
1940263839   48.49905      8.98795    -0.15     -0.04     0.16     1 
1940263840   48.49905      9.03140     0.02     -0.08     0.08     1 
1940263841   48.49903      9.07486    -0.24     -0.07     0.25     1 
1940263843   48.49894      9.16176     0.00     -0.07     0.07     1 
1940263844   48.49887      9.20522     0.14     -0.03     0.14     1 
1940263845   48.49878      9.24867     0.10      0.21     0.23     1 
1940263846   48.49868      9.29212    -0.36     -0.30     0.47     1 
1940263847   48.49856      9.33557    -0.30     -0.28     0.41     1 
1940263848   48.49843      9.37902    -0.14     -0.10     0.17     1 
1940263852   48.49772      9.55283    -0.11      0.00     0.11     1 
1940263853   48.49751      9.59628    -0.18     -0.09     0.20     1 
1940263854   48.49727      9.63972    -0.10     -0.01     0.10     1 
1940263857   48.49647      9.77007    -0.30     -0.20     0.36     1 
1940263858   48.49618      9.81351    -0.18     -0.08     0.20     1 
1940263859   48.49586      9.85696    -0.12     -0.60     0.61     2 
1940263860   48.49553      9.90040    -0.08     -0.04     0.09     1 
1940263862   48.49482      9.98729    -0.04      0.10     0.11     1 
1940263863   48.49444     10.03073    -0.22     -0.05     0.22     1 
1940263867   48.49275     10.20449    -0.06      0.08     0.10     1 
1940263868   48.49229     10.24793     0.19      0.09     0.21     1 
1940263869   48.49181     10.29137     0.13     -0.19     0.23     1 
1940263870   48.49131     10.33480     0.08     -0.20     0.22     1 
1940263871   48.49080     10.37824     0.12     -0.07     0.14     1 
1940263873   48.48972     10.46510    -0.14     -0.01     0.15     1 
1940263874   48.48916     10.50853    -0.02     -0.15     0.15     1 
1940263875   48.48859     10.55196    -0.35      0.04     0.35     1 
1940263877   48.48738     10.63881    -0.63     -0.11     0.64     2 
1940263878   48.48676     10.68223    -0.05      0.20     0.20     1 
1940263879   48.48611     10.72566     0.07      0.03     0.08     1 
1940263880   48.48545     10.76908    -0.30     -0.07     0.31     1 
1940263881   48.48478     10.81250     0.10     -0.23     0.25     1 
1940263885   48.48191     10.98616    -0.04      0.07     0.08     1 
1940263886   48.48115     11.02957    -0.05      0.02     0.05     1 
1940263887   48.48038     11.07298     0.32      0.20     0.38     1 
1940263889   48.47878     11.15979    -0.16     -0.25     0.29     1 
1940263904   48.47228      8.55366    -0.43     -0.06     0.44     1 
1940263905   48.47243      8.59709    -0.37     -0.21     0.43     1 
1940263907   48.47271      8.68395    -0.08     -0.07     0.11     1 
1940263908   48.47282      8.72738    -0.03      0.09     0.10     1 
1940263909   48.47291      8.77081     0.07     -0.20     0.21     1 
1940263910   48.47299      8.81424     0.02      0.22     0.22     1 
1940263912   48.47310      8.90110    -0.01     -0.18     0.18     1 
1940263913   48.47313      8.94453     0.14     -0.07     0.15     1 
1940263914   48.47314      8.98796    -0.20     -0.17     0.26     1 
1940263915   48.47314      9.03139    -0.29     -0.06     0.30     1 
1940263916   48.47312      9.07482    -0.30     -0.10     0.32     1 
1940263917   48.47308      9.11825    -0.15     -0.00     0.15     1 
1940263918   48.47303      9.16168    -0.22     -0.12     0.25     1 
1940263919   48.47296      9.20511    -0.03     -0.11     0.11     1 
1940263920   48.47287      9.24854    -0.04     -0.09     0.10     1 
1940263921   48.47277      9.29197    -0.19     -0.19     0.27     1 
1940263923   48.47252      9.37883    -0.15     -0.01     0.15     1 
1940263927   48.47181      9.55254    -0.29     -0.06     0.30     1 
1940263928   48.47160      9.59597    -0.14     -0.12     0.18     1 
1940263931   48.47085      9.72625    -0.21     -0.42     0.47     1 
1940263933   48.47027      9.81310    -0.12     -0.15     0.19     1 
1940263934   48.46995      9.85652     0.12     -0.20     0.23     1 
1940263935   48.46962      9.89995    -0.49     -0.15     0.52     2 
1940263936   48.46927      9.94337    -0.14     -0.02     0.14     1 
1940263937   48.46891      9.98679    -0.13     -0.35     0.38     1 
1940263938   48.46853     10.03021    -0.08      0.09     0.12     1 
1940263943   48.46638     10.24729     0.13     -0.10     0.17     1 
1940263944   48.46590     10.29071     0.10      0.00     0.10     1 
1940263945   48.46541     10.33412    -0.02     -0.08     0.08     1 
1940263946   48.46490     10.37753     0.00     -0.02     0.02     1 
1940263947   48.46437     10.42094    -0.02     -0.09     0.09     1 
1940263949   48.46326     10.50776    -0.34      0.04     0.34     1 
1940263950   48.46269     10.55117    -0.02     -0.21     0.21     1 
